Food Item,Temp.(in degree C),Time period(in days)
Chili,0.8,23.8
Chili,0.8666666666666667,22.866666666666667
Chili,0.9333333333333333,21.933333333333334
Chili,1.0,21.0
Apple,20.0,21.0
Apple,20.333333333333332,20.066666666666666
Apple,20.666666666666668,19.133333333333333
Apple,21.0,18.2
Apple,21.333333333333332,17.266666666666666
Apple,21.666666666666668,16.333333333333336
Apple,22.0,15.4
Apple,22.333333333333332,14.466666666666667
Apple,22.666666666666668,13.533333333333333
Apple,23.0,12.6
Apple,23.333333333333332,11.666666666666668
Apple,23.666666666666668,10.733333333333334
Apple,24.0,9.8
Apple,24.333333333333332,8.866666666666667
Apple,24.666666666666664,7.933333333333334
Apple,25.0,7.0
Apricot,20.0,5.0
Apricot,20.333333333333332,4.800000000000001
Apricot,20.666666666666668,4.6
Apricot,21.0,4.4
Apricot,21.333333333333332,4.2
Apricot,21.666666666666668,4.0
Apricot,22.0,3.8
Apricot,22.333333333333332,3.6
Apricot,22.666666666666668,3.4000000000000004
Apricot,23.0,3.2
Apricot,23.333333333333332,3.0
Apricot,23.666666666666668,2.8
Apricot,24.0,2.6
Apricot,24.333333333333332,2.4
Apricot,24.666666666666664,2.2
Apricot,25.0,2.0
Avocado,20.0,5.0
Avocado,20.333333333333332,4.866666666666667
Avocado,20.666666666666668,4.733333333333333
Avocado,21.0,4.6
Avocado,21.333333333333332,4.466666666666667
Avocado,21.666666666666668,4.333333333333333
Avocado,22.0,4.2
Avocado,22.333333333333332,4.066666666666666
Avocado,22.666666666666668,3.9333333333333336
Avocado,23.0,3.8
Avocado,23.333333333333332,3.6666666666666665
Avocado,23.666666666666668,3.533333333333333
Avocado,24.0,3.4
Avocado,24.333333333333332,3.2666666666666666
Avocado,24.666666666666664,3.1333333333333333
Avocado,25.0,3.0
Bael,20.0,7.0
Bael,20.333333333333332,6.866666666666667
Bael,20.666666666666668,6.733333333333333
Bael,21.0,6.6
Bael,21.333333333333332,6.466666666666667
Bael,21.666666666666668,6.333333333333333
Bael,22.0,6.2
Bael,22.333333333333332,6.066666666666666
Bael,22.666666666666668,5.933333333333334
Bael,23.0,5.8
Bael,23.333333333333332,5.666666666666667
Bael,23.666666666666668,5.533333333333333
Bael,24.0,5.4
Bael,24.333333333333332,5.266666666666667
Bael,24.666666666666664,5.133333333333334
Bael,25.0,5.0
Banana,20.0,7.0
Banana,20.333333333333332,6.666666666666666
Banana,20.666666666666668,6.333333333333333
Banana,21.0,6.0
Banana,21.333333333333332,5.666666666666666
Banana,21.666666666666668,5.333333333333333
Banana,22.0,5.0
Banana,22.333333333333332,4.666666666666666
Banana,22.666666666666668,4.333333333333333
Banana,23.0,4.0
Banana,23.333333333333332,3.6666666666666665
Banana,23.666666666666668,3.333333333333333
Banana,24.0,3.0
Banana,24.333333333333332,2.6666666666666665
Banana,24.666666666666664,2.3333333333333335
Banana,25.0,2.0
Ber,20.0,5.0
Ber,20.333333333333332,4.800000000000001
Ber,20.666666666666668,4.6
Ber,21.0,4.4
Ber,21.333333333333332,4.2
Ber,21.666666666666668,4.0
Ber,22.0,3.8
Ber,22.333333333333332,3.6
Ber,22.666666666666668,3.4000000000000004
Ber,23.0,3.2
Ber,23.333333333333332,3.0
Ber,23.666666666666668,2.8
Ber,24.0,2.6
Ber,24.333333333333332,2.4
Ber,24.666666666666664,2.2
Ber,25.0,2.0
Date Palm,20.0,14.0
Date Palm,20.333333333333332,13.533333333333333
Date Palm,20.666666666666668,13.066666666666666
Date Palm,21.0,12.6
Date Palm,21.333333333333332,12.133333333333333
Date Palm,21.666666666666668,11.666666666666668
Date Palm,22.0,11.2
Date Palm,22.333333333333332,10.733333333333334
Date Palm,22.666666666666668,10.266666666666666
Date Palm,23.0,9.8
Date Palm,23.333333333333332,9.333333333333334
Date Palm,23.666666666666668,8.866666666666667
Date Palm,24.0,8.4
Date Palm,24.333333333333332,7.933333333333334
Date Palm,24.666666666666664,7.466666666666667
Date Palm,25.0,7.0
Grape,20.0,14.0
Grape,20.333333333333332,13.4
Grape,20.666666666666668,12.8
Grape,21.0,12.2
Grape,21.333333333333332,11.6
Grape,21.666666666666668,11.0
Grape,22.0,10.399999999999999
Grape,22.333333333333332,9.8
Grape,22.666666666666668,9.2
Grape,23.0,8.6
Grape,23.333333333333332,8.0
Grape,23.666666666666668,7.4
Grape,24.0,6.8
Grape,24.333333333333332,6.2
Grape,24.666666666666664,5.6
Grape,25.0,5.0
Guava,20.0,5.0
Guava,20.333333333333332,4.866666666666667
Guava,20.666666666666668,4.733333333333333
Guava,21.0,4.6
Guava,21.333333333333332,4.466666666666667
Guava,21.666666666666668,4.333333333333333
Guava,22.0,4.2
Guava,22.333333333333332,4.066666666666666
Guava,22.666666666666668,3.9333333333333336
Guava,23.0,3.8
Guava,23.333333333333332,3.6666666666666665
Guava,23.666666666666668,3.533333333333333
Guava,24.0,3.4
Guava,24.333333333333332,3.2666666666666666
Guava,24.666666666666664,3.1333333333333333
Guava,25.0,3.0
Jackfruit,20.0,5.0
Jackfruit,20.333333333333332,4.866666666666667
Jackfruit,20.666666666666668,4.733333333333333
Jackfruit,21.0,4.6
Jackfruit,21.333333333333332,4.466666666666667
Jackfruit,21.666666666666668,4.333333333333333
Jackfruit,22.0,4.2
Jackfruit,22.333333333333332,4.066666666666666
Jackfruit,22.666666666666668,3.9333333333333336
Jackfruit,23.0,3.8
Jackfruit,23.333333333333332,3.6666666666666665
Jackfruit,23.666666666666668,3.533333333333333
Jackfruit,24.0,3.4
Jackfruit,24.333333333333332,3.2666666666666666
Jackfruit,24.666666666666664,3.1333333333333333
Jackfruit,25.0,3.0
Jamun,20.0,5.0
Jamun,20.333333333333332,4.800000000000001
Jamun,20.666666666666668,4.6
Jamun,21.0,4.4
Jamun,21.333333333333332,4.2
Jamun,21.666666666666668,4.0
Jamun,22.0,3.8
Jamun,22.333333333333332,3.6
Jamun,22.666666666666668,3.4000000000000004
Jamun,23.0,3.2
Jamun,23.333333333333332,3.0
Jamun,23.666666666666668,2.8
Jamun,24.0,2.6
Jamun,24.333333333333332,2.4
Jamun,24.666666666666664,2.2
Jamun,25.0,2.0
Karonda,20.0,7.0
Karonda,20.333333333333332,6.733333333333333
Karonda,20.666666666666668,6.466666666666667
Karonda,21.0,6.2
Karonda,21.333333333333332,5.933333333333334
Karonda,21.666666666666668,5.666666666666666
Karonda,22.0,5.4
Karonda,22.333333333333332,5.133333333333333
Karonda,22.666666666666668,4.866666666666667
Karonda,23.0,4.6
Karonda,23.333333333333332,4.333333333333333
Karonda,23.666666666666668,4.066666666666666
Karonda,24.0,3.8
Karonda,24.333333333333332,3.533333333333333
Karonda,24.666666666666664,3.2666666666666666
Karonda,25.0,3.0
Kiwi,20.0,14.0
Kiwi,20.333333333333332,13.533333333333333
Kiwi,20.666666666666668,13.066666666666666
Kiwi,21.0,12.6
Kiwi,21.333333333333332,12.133333333333333
Kiwi,21.666666666666668,11.666666666666668
Kiwi,22.0,11.2
Kiwi,22.333333333333332,10.733333333333334
Kiwi,22.666666666666668,10.266666666666666
Kiwi,23.0,9.8
Kiwi,23.333333333333332,9.333333333333334
Kiwi,23.666666666666668,8.866666666666667
Kiwi,24.0,8.4
Kiwi,24.333333333333332,7.933333333333334
Kiwi,24.666666666666664,7.466666666666667
Kiwi,25.0,7.0
Lemons,20.0,30.0
Lemons,20.333333333333332,29.4
Lemons,20.666666666666668,28.8
Lemons,21.0,28.2
Lemons,21.333333333333332,27.6
Lemons,21.666666666666668,27.0
Lemons,22.0,26.4
Lemons,22.333333333333332,25.8
Lemons,22.666666666666668,25.2
Lemons,23.0,24.6
Lemons,23.333333333333332,24.0
Lemons,23.666666666666668,23.4
Lemons,24.0,22.8
Lemons,24.333333333333332,22.2
Lemons,24.666666666666664,21.6
Lemons,25.0,21.0
Limes,20.0,30.0
Limes,20.333333333333332,29.4
Limes,20.666666666666668,28.8
Limes,21.0,28.2
Limes,21.333333333333332,27.6
Limes,21.666666666666668,27.0
Limes,22.0,26.4
Limes,22.333333333333332,25.8
Limes,22.666666666666668,25.2
Limes,23.0,24.6
Limes,23.333333333333332,24.0
Limes,23.666666666666668,23.4
Limes,24.0,22.8
Limes,24.333333333333332,22.2
Limes,24.666666666666664,21.6
Limes,25.0,21.0
Litchi,20.0,5.0
Litchi,20.333333333333332,4.800000000000001
Litchi,20.666666666666668,4.6
Litchi,21.0,4.4
Litchi,21.333333333333332,4.2
Litchi,21.666666666666668,4.0
Litchi,22.0,3.8
Litchi,22.333333333333332,3.6
Litchi,22.666666666666668,3.4000000000000004
Litchi,23.0,3.2
Litchi,23.333333333333332,3.0
Litchi,23.666666666666668,2.8
Litchi,24.0,2.6
Litchi,24.333333333333332,2.4
Litchi,24.666666666666664,2.2
Litchi,25.0,2.0
Mandarin Orange,20.0,21.0
Mandarin Orange,20.333333333333332,20.53333333333333
Mandarin Orange,20.666666666666668,20.066666666666666
Mandarin Orange,21.0,19.6
Mandarin Orange,21.333333333333332,19.133333333333333
Mandarin Orange,21.666666666666668,18.666666666666668
Mandarin Orange,22.0,18.2
Mandarin Orange,22.333333333333332,17.733333333333334
Mandarin Orange,22.666666666666668,17.266666666666666
Mandarin Orange,23.0,16.8
Mandarin Orange,23.333333333333332,16.333333333333332
Mandarin Orange,23.666666666666668,15.866666666666667
Mandarin Orange,24.0,15.4
Mandarin Orange,24.333333333333332,14.933333333333334
Mandarin Orange,24.666666666666664,14.466666666666667
Mandarin Orange,25.0,14.0
Mango,20.0,5.0
Mango,20.333333333333332,4.800000000000001
Mango,20.666666666666668,4.6
Mango,21.0,4.4
Mango,21.333333333333332,4.2
Mango,21.666666666666668,4.0
Mango,22.0,3.8
Mango,22.333333333333332,3.6
Mango,22.666666666666668,3.4000000000000004
Mango,23.0,3.2
Mango,23.333333333333332,3.0
Mango,23.666666666666668,2.8
Mango,24.0,2.6
Mango,24.333333333333332,2.4
Mango,24.666666666666664,2.2
Mango,25.0,2.0
Papaya,20.0,5.0
Papaya,20.333333333333332,4.866666666666667
Papaya,20.666666666666668,4.733333333333333
Papaya,21.0,4.6
Papaya,21.333333333333332,4.466666666666667
Papaya,21.666666666666668,4.333333333333333
Papaya,22.0,4.2
Papaya,22.333333333333332,4.066666666666666
Papaya,22.666666666666668,3.9333333333333336
Papaya,23.0,3.8
Papaya,23.333333333333332,3.6666666666666665
Papaya,23.666666666666668,3.533333333333333
Papaya,24.0,3.4
Papaya,24.333333333333332,3.2666666666666666
Papaya,24.666666666666664,3.1333333333333333
Papaya,25.0,3.0
Peach,20.0,5.0
Peach,20.333333333333332,4.800000000000001
Peach,20.666666666666668,4.6
Peach,21.0,4.4
Peach,21.333333333333332,4.2
Peach,21.666666666666668,4.0
Peach,22.0,3.8
Peach,22.333333333333332,3.6
Peach,22.666666666666668,3.4000000000000004
Peach,23.0,3.2
Peach,23.333333333333332,3.0
Peach,23.666666666666668,2.8
Peach,24.0,2.6
Peach,24.333333333333332,2.4
Peach,24.666666666666664,2.2
Peach,25.0,2.0
Pear,20.0,5.0
Pear,20.333333333333332,4.866666666666667
Pear,20.666666666666668,4.733333333333333
Pear,21.0,4.6
Pear,21.333333333333332,4.466666666666667
Pear,21.666666666666668,4.333333333333333
Pear,22.0,4.2
Pear,22.333333333333332,4.066666666666666
Pear,22.666666666666668,3.9333333333333336
Pear,23.0,3.8
Pear,23.333333333333332,3.6666666666666665
Pear,23.666666666666668,3.533333333333333
Pear,24.0,3.4
Pear,24.333333333333332,3.2666666666666666
Pear,24.666666666666664,3.1333333333333333
Pear,25.0,3.0
Phalsa,20.0,3.0
Phalsa,20.333333333333332,2.8666666666666667
Phalsa,20.666666666666668,2.7333333333333334
Phalsa,21.0,2.6
Phalsa,21.333333333333332,2.466666666666667
Phalsa,21.666666666666668,2.333333333333333
Phalsa,22.0,2.2
Phalsa,22.333333333333332,2.0666666666666664
Phalsa,22.666666666666668,1.9333333333333333
Phalsa,23.0,1.8
Phalsa,23.333333333333332,1.6666666666666665
Phalsa,23.666666666666668,1.5333333333333332
Phalsa,24.0,1.4
Phalsa,24.333333333333332,1.2666666666666666
Phalsa,24.666666666666664,1.1333333333333333
Phalsa,25.0,1.0
Pineapple,20.0,5.0
Pineapple,20.333333333333332,4.800000000000001
Pineapple,20.666666666666668,4.6
Pineapple,21.0,4.4
Pineapple,21.333333333333332,4.2
Pineapple,21.666666666666668,4.0
Pineapple,22.0,3.8
Pineapple,22.333333333333332,3.6
Pineapple,22.666666666666668,3.4000000000000004
Pineapple,23.0,3.2
Pineapple,23.333333333333332,3.0
Pineapple,23.666666666666668,2.8
Pineapple,24.0,2.6
Pineapple,24.333333333333332,2.4
Pineapple,24.666666666666664,2.2
Pineapple,25.0,2.0
Pomegranate,20.0,14.0
Pomegranate,20.333333333333332,13.533333333333333
Pomegranate,20.666666666666668,13.066666666666666
Pomegranate,21.0,12.6
Pomegranate,21.333333333333332,12.133333333333333
Pomegranate,21.666666666666668,11.666666666666668
Pomegranate,22.0,11.2
Pomegranate,22.333333333333332,10.733333333333334
Pomegranate,22.666666666666668,10.266666666666666
Pomegranate,23.0,9.8
Pomegranate,23.333333333333332,9.333333333333334
Pomegranate,23.666666666666668,8.866666666666667
Pomegranate,24.0,8.4
Pomegranate,24.333333333333332,7.933333333333334
Pomegranate,24.666666666666664,7.466666666666667
Pomegranate,25.0,7.0
Strawberry,20.0,5.0
Strawberry,20.333333333333332,4.800000000000001
Strawberry,20.666666666666668,4.6
Strawberry,21.0,4.4
Strawberry,21.333333333333332,4.2
Strawberry,21.666666666666668,4.0
Strawberry,22.0,3.8
Strawberry,22.333333333333332,3.6
Strawberry,22.666666666666668,3.4000000000000004
Strawberry,23.0,3.2
Strawberry,23.333333333333332,3.0
Strawberry,23.666666666666668,2.8
Strawberry,24.0,2.6
Strawberry,24.333333333333332,2.4
Strawberry,24.666666666666664,2.2
Strawberry,25.0,2.0
Aonla,20.0,14.0
Aonla,20.333333333333332,13.533333333333333
Aonla,20.666666666666668,13.066666666666666
Aonla,21.0,12.6
Aonla,21.333333333333332,12.133333333333333
Aonla,21.666666666666668,11.666666666666668
Aonla,22.0,11.2
Aonla,22.333333333333332,10.733333333333334
Aonla,22.666666666666668,10.266666666666666
Aonla,23.0,9.8
Aonla,23.333333333333332,9.333333333333334
Aonla,23.666666666666668,8.866666666666667
Aonla,24.0,8.4
Aonla,24.333333333333332,7.933333333333334
Aonla,24.666666666666664,7.466666666666667
Aonla,25.0,7.0
Amaranthus,20.0,2.0
Amaranthus,20.333333333333332,1.9333333333333333
Amaranthus,20.666666666666668,1.8666666666666667
Amaranthus,21.0,1.8
Amaranthus,21.333333333333332,1.7333333333333334
Amaranthus,21.666666666666668,1.6666666666666665
Amaranthus,22.0,1.6
Amaranthus,22.333333333333332,1.5333333333333332
Amaranthus,22.666666666666668,1.4666666666666668
Amaranthus,23.0,1.4
Amaranthus,23.333333333333332,1.3333333333333333
Amaranthus,23.666666666666668,1.2666666666666666
Amaranthus,24.0,1.2
Amaranthus,24.333333333333332,1.1333333333333333
Amaranthus,24.666666666666664,1.0666666666666667
Amaranthus,25.0,1.0
Ash Gourd,20.0,14.0
Ash Gourd,20.333333333333332,13.533333333333333
Ash Gourd,20.666666666666668,13.066666666666666
Ash Gourd,21.0,12.6
Ash Gourd,21.333333333333332,12.133333333333333
Ash Gourd,21.666666666666668,11.666666666666668
Ash Gourd,22.0,11.2
Ash Gourd,22.333333333333332,10.733333333333334
Ash Gourd,22.666666666666668,10.266666666666666
Ash Gourd,23.0,9.8
Ash Gourd,23.333333333333332,9.333333333333334
Ash Gourd,23.666666666666668,8.866666666666667
Ash Gourd,24.0,8.4
Ash Gourd,24.333333333333332,7.933333333333334
Ash Gourd,24.666666666666664,7.466666666666667
Ash Gourd,25.0,7.0
Beet Root,20.0,21.0
Beet Root,20.333333333333332,20.53333333333333
Beet Root,20.666666666666668,20.066666666666666
Beet Root,21.0,19.6
Beet Root,21.333333333333332,19.133333333333333
Beet Root,21.666666666666668,18.666666666666668
Beet Root,22.0,18.2
Beet Root,22.333333333333332,17.733333333333334
Beet Root,22.666666666666668,17.266666666666666
Beet Root,23.0,16.8
Beet Root,23.333333333333332,16.333333333333332
Beet Root,23.666666666666668,15.866666666666667
Beet Root,24.0,15.4
Beet Root,24.333333333333332,14.933333333333334
Beet Root,24.666666666666664,14.466666666666667
Beet Root,25.0,14.0
Bitter Gourd,20.0,5.0
Bitter Gourd,20.333333333333332,4.866666666666667
Bitter Gourd,20.666666666666668,4.733333333333333
Bitter Gourd,21.0,4.6
Bitter Gourd,21.333333333333332,4.466666666666667
Bitter Gourd,21.666666666666668,4.333333333333333
Bitter Gourd,22.0,4.2
Bitter Gourd,22.333333333333332,4.066666666666666
Bitter Gourd,22.666666666666668,3.9333333333333336
Bitter Gourd,23.0,3.8
Bitter Gourd,23.333333333333332,3.6666666666666665
Bitter Gourd,23.666666666666668,3.533333333333333
Bitter Gourd,24.0,3.4
Bitter Gourd,24.333333333333332,3.2666666666666666
Bitter Gourd,24.666666666666664,3.1333333333333333
Bitter Gourd,25.0,3.0
Bottle Gourd,20.0,14.0
Bottle Gourd,20.333333333333332,13.533333333333333
Bottle Gourd,20.666666666666668,13.066666666666666
Bottle Gourd,21.0,12.6
Bottle Gourd,21.333333333333332,12.133333333333333
Bottle Gourd,21.666666666666668,11.666666666666668
Bottle Gourd,22.0,11.2
Bottle Gourd,22.333333333333332,10.733333333333334
Bottle Gourd,22.666666666666668,10.266666666666666
Bottle Gourd,23.0,9.8
Bottle Gourd,23.333333333333332,9.333333333333334
Bottle Gourd,23.666666666666668,8.866666666666667
Bottle Gourd,24.0,8.4
Bottle Gourd,24.333333333333332,7.933333333333334
Bottle Gourd,24.666666666666664,7.466666666666667
Bottle Gourd,25.0,7.0
Brinjal,20.0,5.0
Brinjal,20.333333333333332,4.866666666666667
Brinjal,20.666666666666668,4.733333333333333
Brinjal,21.0,4.6
Brinjal,21.333333333333332,4.466666666666667
Brinjal,21.666666666666668,4.333333333333333
Brinjal,22.0,4.2
Brinjal,22.333333333333332,4.066666666666666
Brinjal,22.666666666666668,3.9333333333333336
Brinjal,23.0,3.8
Brinjal,23.333333333333332,3.6666666666666665
Brinjal,23.666666666666668,3.533333333333333
Brinjal,24.0,3.4
Brinjal,24.333333333333332,3.2666666666666666
Brinjal,24.666666666666664,3.1333333333333333
Brinjal,25.0,3.0
Broccoli,20.0,10.0
Broccoli,20.333333333333332,9.8
Broccoli,20.666666666666668,9.6
Broccoli,21.0,9.4
Broccoli,21.333333333333332,9.2
Broccoli,21.666666666666668,9.0
Broccoli,22.0,8.8
Broccoli,22.333333333333332,8.6
Broccoli,22.666666666666668,8.4
Broccoli,23.0,8.2
Broccoli,23.333333333333332,8.0
Broccoli,23.666666666666668,7.8
Broccoli,24.0,7.6
Broccoli,24.333333333333332,7.4
Broccoli,24.666666666666664,7.2
Broccoli,25.0,7.0
Cabbage,20.0,14.0
Cabbage,20.333333333333332,13.533333333333333
Cabbage,20.666666666666668,13.066666666666666
Cabbage,21.0,12.6
Cabbage,21.333333333333332,12.133333333333333
Cabbage,21.666666666666668,11.666666666666668
Cabbage,22.0,11.2
Cabbage,22.333333333333332,10.733333333333334
Cabbage,22.666666666666668,10.266666666666666
Cabbage,23.0,9.8
Cabbage,23.333333333333332,9.333333333333334
Cabbage,23.666666666666668,8.866666666666667
Cabbage,24.0,8.4
Cabbage,24.333333333333332,7.933333333333334
Cabbage,24.666666666666664,7.466666666666667
Cabbage,25.0,7.0
Cauliflower,20.0,10.0
Cauliflower,20.333333333333332,9.8
Cauliflower,20.666666666666668,9.6
Cauliflower,21.0,9.4
Cauliflower,21.333333333333332,9.2
Cauliflower,21.666666666666668,9.0
Cauliflower,22.0,8.8
Cauliflower,22.333333333333332,8.6
Cauliflower,22.666666666666668,8.4
Cauliflower,23.0,8.2
Cauliflower,23.333333333333332,8.0
Cauliflower,23.666666666666668,7.8
Cauliflower,24.0,7.6
Cauliflower,24.333333333333332,7.4
Cauliflower,24.666666666666664,7.2
Cauliflower,25.0,7.0
Capsicum,20.0,10.0
Capsicum,20.333333333333332,9.666666666666666
Capsicum,20.666666666666668,9.333333333333332
Capsicum,21.0,9.0
Capsicum,21.333333333333332,8.666666666666666
Capsicum,21.666666666666668,8.333333333333332
Capsicum,22.0,8.0
Capsicum,22.333333333333332,7.666666666666666
Capsicum,22.666666666666668,7.333333333333333
Capsicum,23.0,7.0
Capsicum,23.333333333333332,6.666666666666666
Capsicum,23.666666666666668,6.333333333333333
Capsicum,24.0,6.0
Capsicum,24.333333333333332,5.666666666666667
Capsicum,24.666666666666664,5.333333333333333
Capsicum,25.0,5.0
Carrot,20.0,21.0
Carrot,20.333333333333332,20.53333333333333
Carrot,20.666666666666668,20.066666666666666
Carrot,21.0,19.6
Carrot,21.333333333333332,19.133333333333333
Carrot,21.666666666666668,18.666666666666668
Carrot,22.0,18.2
Carrot,22.333333333333332,17.733333333333334
Carrot,22.666666666666668,17.266666666666666
Carrot,23.0,16.8
Carrot,23.333333333333332,16.333333333333332
Carrot,23.666666666666668,15.866666666666667
Carrot,24.0,15.4
Carrot,24.333333333333332,14.933333333333334
Carrot,24.666666666666664,14.466666666666667
Carrot,25.0,14.0
Cowpea,20.0,3.0
Cowpea,20.333333333333332,2.8666666666666667
Cowpea,20.666666666666668,2.7333333333333334
Cowpea,21.0,2.6
Cowpea,21.333333333333332,2.466666666666667
Cowpea,21.666666666666668,2.333333333333333
Cowpea,22.0,2.2
Cowpea,22.333333333333332,2.0666666666666664
Cowpea,22.666666666666668,1.9333333333333333
Cowpea,23.0,1.8
Cowpea,23.333333333333332,1.6666666666666665
Cowpea,23.666666666666668,1.5333333333333332
Cowpea,24.0,1.4
Cowpea,24.333333333333332,1.2666666666666666
Cowpea,24.666666666666664,1.1333333333333333
Cowpea,25.0,1.0
Cucumber,20.0,7.0
Cucumber,20.333333333333332,6.866666666666667
Cucumber,20.666666666666668,6.733333333333333
Cucumber,21.0,6.6
Cucumber,21.333333333333332,6.466666666666667
Cucumber,21.666666666666668,6.333333333333333
Cucumber,22.0,6.2
Cucumber,22.333333333333332,6.066666666666666
Cucumber,22.666666666666668,5.933333333333334
Cucumber,23.0,5.8
Cucumber,23.333333333333332,5.666666666666667
Cucumber,23.666666666666668,5.533333333333333
Cucumber,24.0,5.4
Cucumber,24.333333333333332,5.266666666666667
Cucumber,24.666666666666664,5.133333333333334
Cucumber,25.0,5.0
French Bean,20.0,7.0
French Bean,20.333333333333332,6.866666666666667
French Bean,20.666666666666668,6.733333333333333
French Bean,21.0,6.6
French Bean,21.333333333333332,6.466666666666667
French Bean,21.666666666666668,6.333333333333333
French Bean,22.0,6.2
French Bean,22.333333333333332,6.066666666666666
French Bean,22.666666666666668,5.933333333333334
French Bean,23.0,5.8
French Bean,23.333333333333332,5.666666666666667
French Bean,23.666666666666668,5.533333333333333
French Bean,24.0,5.4
French Bean,24.333333333333332,5.266666666666667
French Bean,24.666666666666664,5.133333333333334
French Bean,25.0,5.0
Garlic,20.0,180.0
Garlic,20.333333333333332,172.0
Garlic,20.666666666666668,164.0
Garlic,21.0,156.0
Garlic,21.333333333333332,148.0
Garlic,21.666666666666668,140.0
Garlic,22.0,132.0
Garlic,22.333333333333332,124.0
Garlic,22.666666666666668,116.0
Garlic,23.0,108.0
Garlic,23.333333333333332,100.0
Garlic,23.666666666666668,92.0
Garlic,24.0,84.0
Garlic,24.333333333333332,76.0
Garlic,24.666666666666664,68.0
Garlic,25.0,60.0
Lettuce,20.0,7.0
Lettuce,20.333333333333332,6.733333333333333
Lettuce,20.666666666666668,6.466666666666667
Lettuce,21.0,6.2
Lettuce,21.333333333333332,5.933333333333334
Lettuce,21.666666666666668,5.666666666666666
Lettuce,22.0,5.4
Lettuce,22.333333333333332,5.133333333333333
Lettuce,22.666666666666668,4.866666666666667
Lettuce,23.0,4.6
Lettuce,23.333333333333332,4.333333333333333
Lettuce,23.666666666666668,4.066666666666666
Lettuce,24.0,3.8
Lettuce,24.333333333333332,3.533333333333333
Lettuce,24.666666666666664,3.2666666666666666
Lettuce,25.0,3.0
Okra,20.0,5.0
Okra,20.333333333333332,4.800000000000001
Okra,20.666666666666668,4.6
Okra,21.0,4.4
Okra,21.333333333333332,4.2
Okra,21.666666666666668,4.0
Okra,22.0,3.8
Okra,22.333333333333332,3.6
Okra,22.666666666666668,3.4000000000000004
Okra,23.0,3.2
Okra,23.333333333333332,3.0
Okra,23.666666666666668,2.8
Okra,24.0,2.6
Okra,24.333333333333332,2.4
Okra,24.666666666666664,2.2
Okra,25.0,2.0
Onion,20.0,180.0
Onion,20.333333333333332,172.0
Onion,20.666666666666668,164.0
Onion,21.0,156.0
Onion,21.333333333333332,148.0
Onion,21.666666666666668,140.0
Onion,22.0,132.0
Onion,22.333333333333332,124.0
Onion,22.666666666666668,116.0
Onion,23.0,108.0
Onion,23.333333333333332,100.0
Onion,23.666666666666668,92.0
Onion,24.0,84.0
Onion,24.333333333333332,76.0
Onion,24.666666666666664,68.0
Onion,25.0,60.0
Palak,20.0,5.0
Palak,20.333333333333332,4.866666666666667
Palak,20.666666666666668,4.733333333333333
Palak,21.0,4.6
Palak,21.333333333333332,4.466666666666667
Palak,21.666666666666668,4.333333333333333
Palak,22.0,4.2
Palak,22.333333333333332,4.066666666666666
Palak,22.666666666666668,3.9333333333333336
Palak,23.0,3.8
Palak,23.333333333333332,3.6666666666666665
Palak,23.666666666666668,3.533333333333333
Palak,24.0,3.4
Palak,24.333333333333332,3.2666666666666666
Palak,24.666666666666664,3.1333333333333333
Palak,25.0,3.0
Pumpkin,20.0,90.0
Pumpkin,20.333333333333332,86.0
Pumpkin,20.666666666666668,82.0
Pumpkin,21.0,78.0
Pumpkin,21.333333333333332,74.0
Pumpkin,21.666666666666668,70.0
Pumpkin,22.0,66.0
Pumpkin,22.333333333333332,62.0
Pumpkin,22.666666666666668,58.0
Pumpkin,23.0,54.0
Pumpkin,23.333333333333332,50.0
Pumpkin,23.666666666666668,46.0
Pumpkin,24.0,42.0
Pumpkin,24.333333333333332,38.0
Pumpkin,24.666666666666664,34.0
Pumpkin,25.0,30.0
Spinach,20.0,5.0
Spinach,20.333333333333332,4.800000000000001
Spinach,20.666666666666668,4.6
Spinach,21.0,4.4
Spinach,21.333333333333332,4.2
Spinach,21.666666666666668,4.0
Spinach,22.0,3.8
Spinach,22.333333333333332,3.6
Spinach,22.666666666666668,3.4000000000000004
Spinach,23.0,3.2
Spinach,23.333333333333332,3.0
Spinach,23.666666666666668,2.8
Spinach,24.0,2.6
Spinach,24.333333333333332,2.4
Spinach,24.666666666666664,2.2
Spinach,25.0,2.0
Tomato,20.0,14.0
Tomato,20.333333333333332,13.533333333333333
Tomato,20.666666666666668,13.066666666666666
Tomato,21.0,12.6
Tomato,21.333333333333332,12.133333333333333
Tomato,21.666666666666668,11.666666666666668
Tomato,22.0,11.2
Tomato,22.333333333333332,10.733333333333334
Tomato,22.666666666666668,10.266666666666666
Tomato,23.0,9.8
Tomato,23.333333333333332,9.333333333333334
Tomato,23.666666666666668,8.866666666666667
Tomato,24.0,8.4
Tomato,24.333333333333332,7.933333333333334
Tomato,24.666666666666664,7.466666666666667
Tomato,25.0,7.0
Turnip,20.0,21.0
Turnip,20.333333333333332,20.53333333333333
Turnip,20.666666666666668,20.066666666666666
Turnip,21.0,19.6
Turnip,21.333333333333332,19.133333333333333
Turnip,21.666666666666668,18.666666666666668
Turnip,22.0,18.2
Turnip,22.333333333333332,17.733333333333334
Turnip,22.666666666666668,17.266666666666666
Turnip,23.0,16.8
Turnip,23.333333333333332,16.333333333333332
Turnip,23.666666666666668,15.866666666666667
Turnip,24.0,15.4
